dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,23.575928,25.674960,23.841128,5.308536,-16.841261,-0.181857,5.981470
0.010000,23.624986,25.659617,23.892529,5.140108,-16.842790,-0.152937,5.978639
0.010000,23.672394,25.644644,23.942246,4.971668,-16.844043,-0.125324,5.975901
0.010000,23.718157,25.630055,23.990278,4.803217,-16.845052,-0.100838,5.973256
0.010000,23.762278,25.615863,24.036626,4.634759,-16.845828,-0.077572,5.970704
0.010000,23.804761,25.602080,24.081289,4.466295,-16.846399,-0.057175,5.968245
0.010000,23.845610,25.588719,24.124267,4.297827,-16.846785,-0.038566,5.965879
0.010000,23.884828,25.575791,24.165561,4.129357,-16.847000,-0.021495,5.963607
0.010000,23.922417,25.563306,24.205169,3.960886,-16.847065,-0.006548,5.961427
0.010000,23.958383,25.551275,24.243094,3.792416,-16.847003,0.006216,5.959340
0.010000,23.992727,25.539709,24.279333,3.623948,-16.846818,0.018561,5.957347
0.010000,24.025453,25.528617,24.313888,3.455483,-16.846542,0.027535,5.955447
0.010000,24.056564,25.518008,24.346758,3.287021,-16.846174,0.036844,5.953639
0.010000,24.086063,25.507891,24.377944,3.118563,-16.845739,0.043502,5.951925
0.010000,24.113952,25.498273,24.407445,2.950111,-16.845252,0.048719,5.950304
0.010000,24.140235,25.489164,24.435261,2.781664,-16.844710,0.054124,5.948776
0.010000,24.164914,25.480569,24.461394,2.613222,-16.844148,0.056253,5.947340
0.010000,24.187990,25.472496,24.485842,2.444787,-16.843557,0.059132,5.945997
0.010000,24.209467,25.464952,24.508605,2.276357,-16.842960,0.059658,5.944747
0.010000,24.229376,25.457931,24.529715,2.110996,-16.536133,30.682713,5.943589
0.010000,24.247776,25.451420,24.549233,1.951821,-15.917500,61.863287,5.942517
0.010000,24.264728,25.445401,24.567222,1.798888,-15.293300,62.420033,5.941530
0.010000,24.280292,25.439859,24.583744,1.652196,-14.669156,62.414325,5.940624
0.010000,24.294529,25.434775,24.598862,1.511746,-14.045050,62.410637,5.939794
0.010000,24.307499,25.430132,24.612637,1.377536,-13.421006,62.404366,5.939039
0.010000,24.319260,25.425912,24.625133,1.249566,-12.796999,62.400724,5.938353
0.010000,24.329873,25.422096,24.636411,1.127835,-12.173043,62.395579,5.937735
0.010000,24.339398,25.418665,24.646534,1.012344,-11.549139,62.390417,5.937180
0.010000,24.347893,25.415601,24.655565,0.903091,-10.925263,62.387583,5.936685
0.010000,24.355417,25.412882,24.663566,0.800077,-10.301439,62.382381,5.936246
0.010000,24.362031,25.410489,24.670599,0.703300,-9.677642,62.379726,5.935861
0.010000,24.367792,25.408402,24.676727,0.612762,-9.053886,62.375671,5.935525
0.010000,24.372760,25.406601,24.682011,0.528460,-8.430154,62.373143,5.935235
0.010000,24.376994,25.405065,24.686515,0.450396,-7.806449,62.370522,5.934988
0.010000,24.380553,25.403773,24.690301,0.378568,-7.182770,62.367895,5.934781
0.010000,24.383494,25.402704,24.693431,0.312977,-6.559103,62.366674,5.934609
0.010000,24.385878,25.401838,24.695967,0.253622,-5.935461,62.364234,5.934470
0.010000,24.387762,25.401153,24.697972,0.200504,-5.311831,62.362969,5.934361
0.010000,24.389206,25.400627,24.699508,0.153622,-4.688207,62.362386,5.934276
0.010000,24.390268,25.400241,24.700638,0.112976,-4.064596,62.361150,5.934215
0.010000,24.391006,25.399972,24.701424,0.078566,-3.440992,62.360379,5.934171
0.010000,24.391479,25.399800,24.701928,0.050392,-2.817390,62.360195,5.934144
0.010000,24.391747,25.399703,24.702212,0.028454,-2.193793,62.359666,5.934128
0.010000,24.391867,25.399659,24.702340,0.012752,-1.570197,62.359667,5.934121
0.010000,24.391898,25.399648,24.702372,0.003286,-0.946604,62.359271,5.934119
0.010000,24.391898,25.399648,24.702373,0.000056,-0.323011,62.359330,5.934119
0.010000,24.391898,25.399648,24.702373,0.000000,-0.005606,31.740424,5.934119
